Unnamed: 0,cap_shape,cap_surface,cap_color,bruises,odor,gill_attachment,gill_spacing,gill_size,gill_color,stalk_shape,stalk_root,stalk_surface_above_ring,stalk_surface_below_ring,stalk_color_above_ring,stalk_color_below_ring,veil_type,veil_color,ring_number,ring_type,spore_print_color,population,habitat,stalk_height,cap_diameter,class
63,bell,grooves,gray,no,almond,attached,crowded,broad,gray,enlarging,bulbous,smooth,silky,white,white,partial,yellow,none,pendant,brown,abundant,paths,11.45343689,16.97205329,edible
1186,bell,grooves,yellow,yes,foul,free,close,broad,orange,enlarging,cup,silky,smooth,brown,brown,partial,white,two,flaring,chocolate,several,waste,10.39756048,6.470987352,edible
92,sunken,fibrous,purple,no,almond,descending,close,narrow,orange,enlarging,rooted,smooth,scaly,buff,brown,universal,orange,one,evanescent,chocolate,abundant,paths,5.267338123,4.84936471,poisonous
1087,sunken,scaly,pink,yes,pungent,free,distant,narrow,black,enlarging,missing,scaly,fibrous,pink,buff,partial,orange,one,cobwebby,buff,several,paths,14.31523943,1.49143141,poisonous
1170,flat,fibrous,red,no,creosote,attached,crowded,broad,pink,enlarging,cup,smooth,fibrous,brown,brown,partial,white,one,sheathing,yellow,abundant,waste,7.836579725,23.95578041,edible
57,sunken,fibrous,yellow,no,fishy,descending,distant,broad,green,enlarging,missing,silky,fibrous,white,red,universal,yellow,one,cobwebby,buff,clustered,waste,7.478859871,6.45555195,poisonous
746,conical,smooth,purple,no,none,descending,close,broad,brown,enlarging,club,silky,scaly,white,gray,partial,white,none,pendant,black,clustered,woods,7.479495884,18.74092228,poisonous
259,convex,smooth,pink,yes,foul,notched,crowded,narrow,brown,enlarging,rhizomorphs,scaly,smooth,cinnamon,brown,partial,orange,two,evanescent,green,several,leaves,13.57932075,1.765788938,poisonous
234,bell,smooth,purple,no,musty,free,close,narrow,chocolate,enlarging,rooted,silky,fibrous,cinnamon,white,partial,yellow,two,cobwebby,green,numerous,woods,6.323799426,11.09701202,edible
767,flat,grooves,green,yes,spicy,free,crowded,broad,purple,tapering,rhizomorphs,silky,scaly,red,brown,universal,orange,two,flaring,white,scattered,urban,9.386941714,15.51442091,poisonous
656,bell,smooth,red,no,anise,descending,close,narrow,chocolate,tapering,bulbous,silky,scaly,brown,pink,partial,brown,two,large,chocolate,clustered,grasses,13.31640322,20.77460477,poisonous
734,conical,scaly,buff,no,anise,free,close,broad,chocolate,tapering,club,silky,fibrous,cinnamon,gray,partial,yellow,none,zone,purple,abundant,urban,13.01520656,22.7101224,poisonous
559,bell,scaly,purple,yes,pungent,attached,distant,broad,pink,tapering,cup,smooth,smooth,brown,white,universal,yellow,one,sheathing,green,solitary,leaves,9.52566833,20.11979036,poisonous
328,convex,scaly,gray,no,fishy,notched,crowded,narrow,purple,enlarging,rooted,fibrous,fibrous,cinnamon,pink,partial,brown,two,flaring,black,scattered,grasses,11.7244534,14.91247848,edible
1144,flat,scaly,pink,no,creosote,descending,close,broad,red,enlarging,cup,silky,silky,orange,white,partial,yellow,none,cobwebby,green,solitary,waste,5.782907882,17.77314607,poisonous
972,sunken,smooth,brown,no,none,free,close,narrow,brown,tapering,missing,silky,scaly,yellow,pink,universal,orange,two,none,green,solitary,leaves,7.437070797,12.18362154,poisonous
83,bell,scaly,brown,no,fishy,notched,crowded,broad,buff,enlarging,equal,scaly,silky,red,orange,universal,yellow,none,pendant,buff,numerous,urban,13.52391525,18.94396292,poisonous
177,sunken,smooth,gray,no,almond,attached,close,narrow,red,tapering,cup,silky,smooth,red,pink,partial,orange,two,large,purple,solitary,urban,5.099540654,24.5405289,poisonous
887,sunken,scaly,red,yes,anise,notched,close,narrow,yellow,enlarging,rhizomorphs,fibrous,fibrous,buff,yellow,partial,brown,one,zone,yellow,numerous,leaves,8.761856004,7.625623153,poisonous
629,bell,smooth,green,no,creosote,notched,crowded,broad,yellow,enlarging,equal,scaly,fibrous,red,yellow,universal,white,two,cobwebby,green,clustered,urban,2.132039854,18.57032774,poisonous
524,sunken,scaly,green,yes,anise,notched,crowded,broad,gray,tapering,missing,smooth,silky,gray,yellow,partial,brown,two,large,brown,several,meadows,5.991610212,14.28107013,poisonous
1262,bell,grooves,white,yes,creosote,free,close,broad,green,tapering,equal,smooth,smooth,red,red,universal,yellow,two,evanescent,yellow,solitary,waste,11.72976418,13.56509861,poisonous
11,conical,grooves,red,yes,musty,attached,distant,narrow,red,tapering,cup,scaly,smooth,white,white,universal,orange,two,sheathing,purple,several,urban,2.375015849,7.471336002,poisonous
925,convex,grooves,green,no,musty,notched,close,narrow,white,tapering,bulbous,silky,silky,gray,white,partial,brown,none,flaring,yellow,abundant,urban,2.036622246,12.04843254,edible
226,conical,smooth,purple,yes,fishy,notched,crowded,narrow,yellow,enlarging,equal,fibrous,fibrous,buff,brown,universal,yellow,none,cobwebby,brown,solitary,woods,3.897904811,18.4240058,poisonous
602,convex,scaly,green,no,spicy,free,close,narrow,black,enlarging,rooted,fibrous,scaly,cinnamon,orange,partial,white,two,flaring,white,abundant,grasses,12.53097274,24.08579936,poisonous
192,sunken,fibrous,white,yes,creosote,notched,close,broad,buff,tapering,rhizomorphs,silky,fibrous,pink,orange,partial,brown,none,evanescent,white,clustered,leaves,10.49971205,8.15339176,poisonous
920,sunken,grooves,green,no,foul,notched,close,broad,red,tapering,club,fibrous,scaly,buff,red,partial,orange,two,evanescent,white,numerous,urban,13.31390578,23.48541509,edible
1252,conical,scaly,gray,yes,anise,descending,close,broad,pink,tapering,missing,silky,silky,yellow,orange,universal,brown,none,zone,buff,clustered,leaves,9.619980088,2.99420109,poisonous
946,conical,scaly,brown,no,fishy,attached,distant,narrow,purple,tapering,club,silky,silky,white,brown,partial,brown,two,evanescent,brown,clustered,grasses,10.95557069,19.59946368,poisonous
1239,flat,grooves,green,no,almond,free,crowded,broad,pink,enlarging,rhizomorphs,fibrous,scaly,pink,brown,partial,white,two,flaring,orange,several,paths,7.070279661,6.763384095,poisonous
645,sunken,smooth,purple,yes,almond,free,crowded,broad,pink,tapering,rooted,silky,scaly,yellow,pink,universal,orange,none,pendant,purple,abundant,grasses,9.88085075,9.095326343,edible
262,flat,grooves,green,yes,foul,attached,distant,narrow,green,enlarging,rhizomorphs,fibrous,smooth,yellow,brown,partial,white,one,pendant,buff,numerous,woods,7.974309418,17.73243595,poisonous
1244,conical,grooves,red,yes,foul,notched,distant,narrow,purple,enlarging,rooted,silky,smooth,brown,yellow,partial,brown,none,pendant,buff,scattered,grasses,2.570015124,8.892683303,poisonous
312,flat,scaly,brown,yes,foul,attached,crowded,narrow,green,tapering,rooted,silky,silky,yellow,brown,partial,yellow,two,zone,white,abundant,leaves,3.504790326,17.25175834,edible
631,flat,smooth,brown,no,musty,notched,close,broad,orange,tapering,cup,silky,smooth,brown,orange,partial,yellow,one,large,chocolate,solitary,urban,3.774306893,8.11230574,edible
772,conical,smooth,red,yes,anise,notched,close,broad,brown,enlarging,bulbous,silky,fibrous,cinnamon,orange,partial,yellow,one,pendant,buff,numerous,meadows,3.002013305,3.129806464,poisonous
598,bell,scaly,red,yes,fishy,free,crowded,narrow,yellow,enlarging,bulbous,scaly,scaly,red,orange,partial,brown,two,pendant,purple,scattered,leaves,6.205787177,11.70062598,edible
85,convex,fibrous,gray,yes,pungent,attached,crowded,broad,yellow,enlarging,club,scaly,fibrous,orange,buff,universal,brown,one,flaring,buff,clustered,urban,4.42159445,9.769437732,poisonous
182,conical,grooves,pink,yes,spicy,descending,distant,narrow,gray,tapering,rooted,smooth,smooth,brown,orange,universal,brown,one,sheathing,orange,solitary,leaves,9.825972304,3.111414667,poisonous
284,sunken,smooth,red,no,musty,free,distant,narrow,orange,enlarging,bulbous,fibrous,silky,brown,buff,universal,brown,two,zone,black,several,grasses,2.08735313,23.10019392,poisonous
887,sunken,scaly,red,yes,anise,notched,close,narrow,yellow,enlarging,rhizomorphs,fibrous,fibrous,buff,yellow,partial,brown,one,zone,yellow,numerous,leaves,8.761856004,7.625623153,poisonous
294,convex,smooth,green,yes,none,notched,distant,broad,green,tapering,bulbous,scaly,fibrous,brown,buff,universal,yellow,one,sheathing,chocolate,solitary,urban,10.79836444,3.963481635,poisonous
357,conical,scaly,brown,no,spicy,free,distant,narrow,chocolate,tapering,missing,silky,fibrous,brown,red,partial,brown,none,large,white,solitary,leaves,8.689340421,3.278672683,poisonous
770,flat,grooves,gray,yes,foul,free,crowded,broad,buff,tapering,cup,fibrous,fibrous,orange,buff,universal,orange,one,flaring,yellow,scattered,leaves,9.395849656,12.15823086,edible
852,convex,fibrous,red,yes,anise,free,distant,broad,red,enlarging,club,fibrous,silky,white,yellow,universal,white,one,large,white,numerous,paths,14.66823622,11.20387585,edible
680,flat,fibrous,buff,yes,pungent,descending,close,narrow,orange,enlarging,rooted,smooth,silky,gray,buff,universal,brown,one,pendant,buff,solitary,waste,7.512432542,8.598136272,poisonous
69,sunken,grooves,red,no,almond,free,distant,broad,white,tapering,bulbous,smooth,fibrous,buff,yellow,partial,orange,one,large,yellow,scattered,urban,14.50809849,14.86651862,edible
709,bell,fibrous,yellow,no,musty,attached,distant,narrow,green,enlarging,rhizomorphs,fibrous,scaly,orange,cinnamon,partial,yellow,none,sheathing,purple,scattered,paths,7.922673216,19.47863882,poisonous
460,flat,smooth,gray,yes,anise,attached,close,broad,orange,enlarging,club,fibrous,fibrous,white,brown,partial,orange,none,sheathing,purple,abundant,paths,5.356335866,22.57504814,edible
472,flat,fibrous,white,yes,musty,notched,crowded,broad,black,tapering,missing,silky,smooth,pink,pink,partial,brown,one,flaring,orange,solitary,waste,2.158825662,17.46741791,poisonous
632,flat,smooth,yellow,no,almond,notched,close,broad,buff,tapering,cup,smooth,fibrous,yellow,white,universal,yellow,one,pendant,white,several,woods,9.274446608,5.04749188,poisonous
487,flat,grooves,green,yes,musty,descending,distant,broad,chocolate,tapering,cup,scaly,fibrous,orange,cinnamon,universal,orange,two,flaring,buff,solitary,grasses,4.209831647,5.687398662,poisonous
728,flat,fibrous,green,yes,spicy,attached,distant,narrow,black,tapering,equal,smooth,fibrous,brown,buff,partial,white,two,evanescent,chocolate,several,waste,7.279306068,11.48726375,poisonous
1042,flat,scaly,white,yes,creosote,attached,distant,broad,buff,tapering,missing,scaly,scaly,red,brown,partial,white,two,evanescent,brown,several,paths,3.012421895,21.49934261,edible
369,flat,smooth,purple,yes,none,attached,crowded,broad,brown,enlarging,bulbous,fibrous,smooth,cinnamon,brown,partial,yellow,none,pendant,orange,abundant,waste,5.760247778,1.725409656,poisonous
1047,conical,scaly,green,yes,pungent,free,close,narrow,black,tapering,club,fibrous,scaly,pink,white,universal,white,two,sheathing,black,abundant,paths,5.108885131,6.642467752,poisonous
448,conical,smooth,purple,yes,fishy,descending,crowded,narrow,gray,tapering,cup,fibrous,smooth,buff,cinnamon,partial,brown,two,sheathing,yellow,clustered,urban,8.360706398,18.30628521,poisonous
1220,sunken,scaly,brown,yes,musty,free,distant,narrow,pink,tapering,rhizomorphs,scaly,fibrous,red,yellow,universal,white,two,zone,purple,scattered,leaves,7.792131549,3.889360875,poisonous
960,bell,fibrous,red,no,anise,notched,distant,narrow,brown,enlarging,cup,fibrous,fibrous,white,gray,universal,yellow,one,evanescent,yellow,scattered,meadows,10.39817494,1.104864503,edible
970,flat,smooth,gray,no,almond,descending,distant,broad,red,tapering,cup,silky,scaly,yellow,red,partial,yellow,one,cobwebby,yellow,clustered,urban,5.533112912,20.4549265,poisonous
153,flat,grooves,white,no,foul,descending,close,narrow,pink,tapering,missing,smooth,scaly,yellow,yellow,partial,white,two,flaring,brown,scattered,woods,9.16870641,14.25630381,poisonous
995,flat,scaly,green,no,musty,notched,close,broad,gray,enlarging,missing,smooth,fibrous,red,orange,partial,white,none,flaring,orange,solitary,leaves,2.744629614,3.661085734,poisonous
1128,bell,scaly,buff,yes,foul,free,close,narrow,brown,enlarging,cup,silky,smooth,white,yellow,partial,orange,one,cobwebby,purple,scattered,woods,7.809727515,9.098804511,poisonous
128,bell,scaly,pink,yes,spicy,free,close,broad,brown,enlarging,equal,smooth,smooth,buff,buff,partial,white,two,cobwebby,white,numerous,paths,4.071361449,10.45843322,edible
15,convex,scaly,yellow,no,musty,free,crowded,broad,pink,enlarging,rooted,smooth,silky,white,yellow,partial,orange,two,sheathing,brown,numerous,grasses,7.766950626,10.08623062,poisonous
29,bell,scaly,pink,yes,pungent,attached,crowded,broad,buff,tapering,rooted,fibrous,silky,buff,buff,universal,yellow,one,evanescent,green,abundant,grasses,14.2951239,13.598769,poisonous
742,flat,scaly,purple,yes,pungent,notched,close,narrow,chocolate,tapering,rooted,smooth,silky,gray,cinnamon,partial,white,one,pendant,purple,scattered,paths,9.940041773,1.669269212,poisonous
208,flat,smooth,gray,no,musty,attached,close,narrow,pink,tapering,rooted,silky,smooth,red,pink,partial,white,one,evanescent,purple,clustered,meadows,3.127027336,17.42651996,poisonous
1154,bell,grooves,gray,yes,musty,notched,crowded,broad,chocolate,tapering,bulbous,fibrous,scaly,white,white,universal,brown,two,sheathing,buff,clustered,leaves,3.846000185,22.78812616,poisonous
1164,convex,scaly,white,yes,foul,attached,crowded,broad,white,tapering,bulbous,smooth,scaly,buff,yellow,partial,white,none,zone,brown,solitary,grasses,2.595732952,13.0214001,poisonous
697,convex,grooves,white,yes,foul,descending,distant,broad,black,enlarging,club,fibrous,silky,gray,brown,partial,white,one,evanescent,brown,numerous,woods,14.01308927,13.90271379,edible
671,sunken,smooth,white,yes,musty,attached,crowded,narrow,pink,enlarging,bulbous,scaly,fibrous,brown,cinnamon,universal,orange,none,cobwebby,buff,clustered,grasses,14.51427112,9.284473156,poisonous
1034,sunken,fibrous,white,no,musty,notched,close,narrow,orange,tapering,bulbous,silky,scaly,cinnamon,buff,partial,white,two,zone,purple,solitary,grasses,9.248757755,19.42935925,poisonous
783,flat,smooth,gray,no,spicy,free,distant,broad,yellow,enlarging,club,silky,fibrous,cinnamon,yellow,universal,orange,two,large,brown,solitary,woods,14.8992105,8.074555712,edible
988,convex,scaly,buff,yes,almond,descending,distant,narrow,white,enlarging,rooted,fibrous,silky,pink,gray,universal,orange,two,large,black,solitary,woods,5.83295516,3.257866369,poisonous
1239,flat,grooves,green,no,almond,free,crowded,broad,pink,enlarging,rhizomorphs,fibrous,scaly,pink,brown,partial,white,two,flaring,orange,several,paths,7.070279661,6.763384095,poisonous
699,conical,fibrous,pink,no,creosote,attached,close,broad,orange,tapering,bulbous,scaly,smooth,orange,gray,partial,white,one,cobwebby,orange,several,urban,10.4250167,5.365537598,poisonous
1049,sunken,fibrous,green,yes,almond,notched,crowded,broad,brown,tapering,bulbous,smooth,silky,buff,pink,universal,orange,two,none,black,abundant,waste,14.52244636,16.93042313,poisonous
1193,bell,smooth,red,no,fishy,notched,crowded,narrow,purple,enlarging,equal,silky,smooth,gray,white,universal,brown,one,sheathing,buff,scattered,paths,9.031379943,19.73746279,poisonous
637,sunken,smooth,gray,yes,creosote,attached,close,narrow,black,enlarging,missing,scaly,scaly,buff,pink,universal,brown,one,none,black,numerous,meadows,13.60194268,2.48591561,poisonous
1219,convex,smooth,yellow,no,almond,notched,close,broad,purple,enlarging,rooted,silky,scaly,orange,orange,universal,brown,two,pendant,orange,several,waste,12.17469613,21.19437181,poisonous
1087,sunken,scaly,pink,yes,pungent,free,distant,narrow,black,enlarging,missing,scaly,fibrous,pink,buff,partial,orange,one,cobwebby,buff,several,paths,14.31523943,1.49143141,poisonous
1087,sunken,scaly,pink,yes,pungent,free,distant,narrow,black,enlarging,missing,scaly,fibrous,pink,buff,partial,orange,one,cobwebby,buff,several,paths,14.31523943,1.49143141,poisonous
504,bell,fibrous,red,no,foul,descending,distant,narrow,purple,tapering,missing,smooth,fibrous,yellow,cinnamon,partial,brown,none,none,green,several,waste,12.72491663,1.01207321,poisonous
670,bell,smooth,green,yes,none,notched,crowded,narrow,yellow,enlarging,rooted,smooth,smooth,white,cinnamon,partial,orange,none,large,chocolate,solitary,waste,8.710046562,2.965849736,poisonous
441,flat,fibrous,yellow,yes,foul,descending,crowded,broad,brown,enlarging,rhizomorphs,scaly,scaly,buff,brown,partial,brown,two,cobwebby,white,clustered,meadows,11.09141795,21.73611167,poisonous
529,flat,scaly,yellow,no,musty,free,close,broad,white,enlarging,rhizomorphs,smooth,smooth,orange,brown,partial,orange,two,none,white,abundant,leaves,14.19861113,16.47932982,poisonous
171,sunken,grooves,brown,no,foul,notched,distant,broad,pink,enlarging,cup,smooth,fibrous,buff,red,partial,orange,two,cobwebby,green,numerous,leaves,2.341210215,10.78016705,poisonous
210,conical,grooves,brown,no,creosote,free,distant,broad,pink,enlarging,bulbous,smooth,smooth,orange,red,partial,brown,two,cobwebby,black,several,paths,13.83806494,6.945715146,poisonous
297,convex,scaly,gray,yes,creosote,attached,crowded,broad,gray,tapering,club,smooth,smooth,brown,pink,universal,orange,one,flaring,yellow,numerous,urban,9.280595525,9.052102687,edible
986,sunken,smooth,red,no,almond,notched,crowded,narrow,white,enlarging,cup,silky,silky,gray,pink,partial,orange,none,evanescent,chocolate,several,paths,14.08844972,18.49616875,poisonous
1127,flat,smooth,pink,no,spicy,attached,distant,narrow,white,tapering,bulbous,smooth,scaly,red,white,partial,white,none,sheathing,green,numerous,leaves,7.532952365,18.37328594,poisonous
641,bell,grooves,green,no,none,notched,close,narrow,yellow,enlarging,rhizomorphs,smooth,scaly,orange,yellow,partial,brown,none,zone,black,clustered,leaves,6.617364257,1.124324138,poisonous
194,convex,grooves,pink,yes,musty,descending,crowded,narrow,green,enlarging,equal,scaly,smooth,orange,white,partial,orange,none,sheathing,purple,numerous,leaves,10.3548165,6.084562104,poisonous
486,flat,grooves,purple,no,pungent,descending,crowded,broad,chocolate,enlarging,rooted,smooth,scaly,gray,red,partial,yellow,one,zone,orange,scattered,leaves,13.26609188,16.78153186,poisonous
1110,sunken,fibrous,red,yes,creosote,notched,crowded,narrow,red,enlarging,club,silky,silky,orange,cinnamon,universal,brown,one,sheathing,purple,scattered,paths,9.941801592,3.291041866,edible
837,conical,smooth,buff,yes,creosote,attached,distant,narrow,green,enlarging,rhizomorphs,smooth,fibrous,buff,buff,partial,white,one,large,chocolate,clustered,waste,4.993624783,19.65481802,edible
330,bell,smooth,brown,no,anise,free,distant,broad,buff,tapering,missing,scaly,smooth,red,red,partial,white,two,flaring,green,scattered,leaves,12.70235895,24.66201529,poisonous
840,sunken,scaly,yellow,yes,creosote,notched,crowded,broad,white,enlarging,club,scaly,fibrous,red,white,universal,orange,two,large,green,solitary,waste,5.12912513,19.97857757,poisonous
1114,convex,fibrous,red,no,almond,notched,distant,narrow,orange,tapering,club,silky,smooth,brown,buff,universal,white,one,sheathing,chocolate,numerous,urban,8.849340797,5.022498494,poisonous
1191,convex,grooves,buff,no,foul,notched,distant,narrow,pink,enlarging,bulbous,scaly,smooth,pink,buff,universal,yellow,two,evanescent,green,numerous,urban,10.53301942,24.62457996,poisonous
901,conical,fibrous,green,no,fishy,descending,close,narrow,orange,enlarging,rooted,silky,scaly,gray,brown,universal,brown,one,evanescent,purple,scattered,meadows,2.972655364,11.0518668,poisonous
609,sunken,scaly,yellow,no,anise,notched,close,broad,purple,tapering,cup,smooth,fibrous,brown,orange,partial,brown,none,sheathing,buff,scattered,woods,10.97366645,13.4355382,edible
880,flat,scaly,purple,no,musty,descending,crowded,narrow,black,tapering,bulbous,fibrous,scaly,buff,yellow,universal,yellow,two,sheathing,white,abundant,paths,3.40385894,11.89022277,poisonous
833,flat,grooves,yellow,yes,foul,descending,crowded,broad,brown,tapering,cup,silky,fibrous,orange,brown,universal,yellow,none,none,yellow,scattered,paths,14.69453664,17.17124153,edible
655,convex,fibrous,yellow,yes,pungent,attached,crowded,broad,yellow,enlarging,club,silky,scaly,yellow,orange,partial,orange,none,zone,brown,scattered,woods,12.69674754,15.31191535,edible
607,conical,smooth,green,yes,musty,attached,distant,narrow,buff,enlarging,club,scaly,scaly,orange,brown,partial,orange,two,sheathing,brown,scattered,urban,4.438677244,19.60902963,poisonous
389,convex,grooves,pink,no,spicy,attached,crowded,broad,orange,enlarging,club,smooth,smooth,white,yellow,universal,white,one,sheathing,white,scattered,woods,4.337043486,16.18933788,poisonous
420,flat,smooth,red,yes,pungent,attached,distant,broad,black,enlarging,cup,scaly,fibrous,orange,orange,universal,white,one,pendant,green,numerous,paths,4.240415538,21.48084485,poisonous
116,bell,smooth,brown,no,foul,notched,crowded,broad,purple,enlarging,missing,smooth,silky,buff,pink,partial,yellow,one,none,buff,abundant,woods,13.86772036,20.29845762,poisonous
906,bell,fibrous,gray,no,creosote,descending,close,broad,green,enlarging,missing,silky,silky,yellow,yellow,partial,orange,one,none,yellow,clustered,meadows,5.13800329,1.203813075,edible
432,bell,scaly,white,yes,foul,free,crowded,narrow,green,enlarging,missing,fibrous,fibrous,red,gray,universal,orange,two,flaring,yellow,solitary,paths,12.55771183,9.03994702,poisonous
400,sunken,grooves,brown,no,pungent,descending,close,narrow,green,enlarging,equal,fibrous,smooth,brown,orange,universal,brown,none,none,black,several,waste,5.478810105,2.106395409,poisonous
387,bell,smooth,red,no,spicy,attached,distant,broad,purple,enlarging,missing,smooth,silky,orange,brown,partial,brown,none,zone,black,scattered,meadows,9.9304891,24.30146839,poisonous
543,sunken,scaly,red,no,almond,attached,crowded,narrow,chocolate,tapering,equal,smooth,smooth,buff,brown,partial,orange,two,none,chocolate,scattered,woods,4.541248933,12.39968906,poisonous
285,sunken,smooth,yellow,yes,almond,free,distant,narrow,yellow,enlarging,cup,scaly,smooth,red,white,universal,orange,two,zone,green,numerous,waste,11.70078664,20.65835791,edible
637,sunken,smooth,gray,yes,creosote,attached,close,narrow,black,enlarging,missing,scaly,scaly,buff,pink,universal,brown,one,none,black,numerous,meadows,13.60194268,2.48591561,poisonous
649,conical,smooth,brown,yes,foul,free,distant,narrow,orange,tapering,equal,silky,fibrous,orange,buff,partial,white,one,large,yellow,numerous,woods,8.415022822,3.157531058,edible
856,flat,fibrous,pink,no,spicy,descending,distant,narrow,white,tapering,bulbous,scaly,smooth,white,buff,partial,yellow,none,zone,green,numerous,leaves,10.71980998,15.58479155,poisonous
77,flat,scaly,red,yes,musty,free,distant,broad,chocolate,tapering,equal,fibrous,smooth,brown,yellow,universal,white,two,large,black,numerous,paths,10.3286104,13.62325656,edible
456,sunken,scaly,red,yes,creosote,free,close,broad,yellow,enlarging,equal,scaly,scaly,yellow,red,partial,orange,one,large,orange,solitary,waste,14.00333793,20.53498163,poisonous
395,flat,smooth,green,no,musty,descending,crowded,narrow,purple,enlarging,cup,scaly,fibrous,yellow,pink,partial,white,one,pendant,orange,solitary,grasses,4.770158432,15.82195365,poisonous
280,convex,scaly,brown,no,anise,descending,crowded,narrow,black,enlarging,missing,silky,smooth,gray,yellow,universal,white,one,large,green,abundant,leaves,2.117873141,4.790971331,poisonous
987,convex,scaly,red,yes,creosote,notched,close,narrow,chocolate,tapering,bulbous,scaly,scaly,yellow,yellow,universal,white,none,cobwebby,brown,abundant,grasses,2.08452127,1.022498782,poisonous
1244,conical,grooves,red,yes,foul,notched,distant,narrow,purple,enlarging,rooted,silky,smooth,brown,yellow,partial,brown,none,pendant,buff,scattered,grasses,2.570015124,8.892683303,poisonous
578,convex,scaly,purple,yes,spicy,notched,distant,broad,purple,tapering,missing,silky,silky,yellow,white,partial,yellow,two,cobwebby,white,numerous,woods,6.446355435,2.200701704,poisonous
121,flat,fibrous,white,yes,musty,attached,crowded,narrow,chocolate,tapering,missing,scaly,smooth,pink,orange,partial,brown,two,evanescent,orange,numerous,woods,11.24841877,24.68518445,poisonous
274,conical,fibrous,pink,yes,creosote,attached,close,narrow,pink,tapering,rhizomorphs,silky,silky,pink,white,universal,yellow,none,sheathing,brown,clustered,leaves,3.398138571,21.68992824,poisonous
322,convex,fibrous,green,no,none,attached,distant,narrow,buff,enlarging,club,smooth,fibrous,buff,gray,universal,brown,one,cobwebby,brown,clustered,waste,3.516048447,10.74948513,poisonous
1233,conical,smooth,red,no,fishy,free,distant,broad,yellow,enlarging,missing,silky,fibrous,cinnamon,buff,universal,white,two,flaring,yellow,scattered,woods,7.159936634,15.08594719,edible
216,sunken,grooves,red,no,anise,attached,close,narrow,brown,enlarging,cup,scaly,silky,buff,pink,partial,brown,none,zone,brown,numerous,leaves,6.286713014,24.72272199,edible
1207,bell,grooves,gray,no,fishy,descending,crowded,narrow,brown,tapering,rooted,fibrous,fibrous,gray,white,partial,yellow,none,pendant,black,numerous,leaves,14.79953274,19.07072324,poisonous
117,conical,scaly,yellow,yes,anise,free,distant,narrow,purple,tapering,missing,scaly,smooth,brown,buff,universal,orange,one,pendant,green,abundant,meadows,3.878474315,19.13971081,edible
742,flat,scaly,purple,yes,pungent,notched,close,narrow,chocolate,tapering,rooted,smooth,silky,gray,cinnamon,partial,white,one,pendant,purple,scattered,paths,9.940041773,1.669269212,poisonous
528,sunken,grooves,purple,no,pungent,free,distant,broad,red,tapering,rooted,fibrous,scaly,buff,orange,universal,orange,none,pendant,black,scattered,urban,5.691929734,20.22716592,poisonous
1175,convex,smooth,buff,yes,fishy,free,crowded,broad,buff,enlarging,rooted,fibrous,scaly,orange,buff,partial,brown,none,cobwebby,orange,several,grasses,7.351312307,23.34307729,poisonous
831,sunken,fibrous,white,no,fishy,notched,crowded,broad,orange,tapering,missing,fibrous,silky,cinnamon,gray,partial,orange,none,pendant,chocolate,numerous,leaves,2.62866359,13.52073887,poisonous
1198,sunken,smooth,white,no,anise,attached,crowded,broad,black,tapering,bulbous,scaly,scaly,orange,red,partial,brown,two,sheathing,black,solitary,woods,13.21400655,14.54917131,edible
949,flat,fibrous,gray,yes,pungent,attached,crowded,broad,yellow,enlarging,missing,scaly,silky,cinnamon,buff,partial,orange,one,zone,orange,numerous,grasses,4.29116136,18.1949236,poisonous
1278,bell,scaly,yellow,yes,almond,free,distant,narrow,pink,tapering,rhizomorphs,smooth,scaly,white,orange,universal,white,none,flaring,purple,abundant,meadows,12.90961823,9.990335348,poisonous
602,convex,scaly,green,no,spicy,free,close,narrow,black,enlarging,rooted,fibrous,scaly,cinnamon,orange,partial,white,two,flaring,white,abundant,grasses,12.53097274,24.08579936,poisonous
547,bell,scaly,gray,no,creosote,notched,crowded,broad,brown,enlarging,equal,smooth,scaly,orange,yellow,partial,white,two,large,orange,numerous,woods,12.35354761,21.23874268,poisonous
338,conical,smooth,pink,yes,creosote,descending,close,narrow,pink,tapering,bulbous,scaly,smooth,yellow,orange,universal,orange,two,large,yellow,clustered,paths,2,18.70010035,poisonous
545,sunken,smooth,yellow,no,anise,notched,distant,narrow,purple,tapering,rhizomorphs,fibrous,scaly,gray,gray,partial,white,two,zone,white,several,grasses,2.956213648,21.13993098,edible
871,flat,scaly,pink,no,spicy,attached,distant,narrow,red,enlarging,bulbous,silky,smooth,brown,yellow,universal,brown,two,zone,brown,abundant,meadows,4.794825675,4.576464074,poisonous
827,flat,grooves,purple,yes,musty,attached,crowded,narrow,black,enlarging,rhizomorphs,silky,scaly,pink,white,universal,brown,one,sheathing,buff,abundant,leaves,12.46122221,22.05491428,poisonous
1147,sunken,smooth,buff,no,foul,notched,distant,narrow,orange,tapering,rhizomorphs,fibrous,fibrous,buff,brown,partial,white,none,sheathing,purple,solitary,woods,9.273317565,1.651206029,poisonous
1053,flat,smooth,red,no,fishy,free,distant,narrow,purple,tapering,bulbous,silky,smooth,white,red,universal,yellow,none,sheathing,chocolate,clustered,paths,11.01146752,23.79696608,edible
1143,sunken,fibrous,buff,yes,creosote,free,close,broad,black,enlarging,equal,scaly,smooth,red,brown,partial,brown,one,pendant,purple,clustered,paths,10.35590113,1.52959921,poisonous
